"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1847","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:35:28,FALSE,NA,"1101853532939055105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebaddestheaux",8243,TRUE,FALSE,NA,NA
"1848","RT @djt10: @Takethatdoctors When my naturopath became a licensed homeopath, he had to do a hospital residency. That says ""training programs…",FALSE,0,NA,2019-03-02 14:35:22,FALSE,NA,"1101853508993802241",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ChaiseAlice",2,TRUE,FALSE,NA,NA
"1849","RT @BingbingXLi: new study published in Cell Host &amp; Microbe finds that our infection-battling B-cells become blunted with age, making us le…",FALSE,0,NA,2019-03-02 14:35:01,FALSE,NA,"1101853419856371712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngusReto",6,TRUE,FALSE,NA,NA
"1850","@BorrieDervaig They have had to give me a spacer  now as i am not getting on well with inhaler..All through my medi… https://t.co/rGwGiMXsRK",FALSE,1,"BorrieDervaig",2019-03-02 14:34:33,TRUE,"1101842908670541825","1101853302973714433","2821364325","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaryDenise22",0,FALSE,FALSE,NA,NA
"1851","Flu flu go away🤕🤧!",FALSE,0,NA,2019-03-02 14:34:30,FALSE,NA,"1101853291594608640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aneega_90",0,FALSE,FALSE,NA,NA
"1852","Me, a person with 8 earings 6 of which are cartilage: *is scared of getting flu shots*",FALSE,0,NA,2019-03-02 14:34:30,FALSE,NA,"1101853288880836608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavenisTired",0,FALSE,FALSE,NA,NA
"1853","@cecilianadie @audirga Sosmednya kena flu",FALSE,0,"cecilianadie",2019-03-02 14:34:28,FALSE,"1101853154138714113","1101853282190807040","3073000230","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lakshamentari",0,FALSE,FALSE,NA,NA
"1854","@SoIure7 💪🏾💪🏾💪🏾",FALSE,0,"SoIure7",2019-03-02 14:34:21,FALSE,"1101846677747572737","1101853251560005633","1093232612909502465","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flu_juninho",0,FALSE,FALSE,NA,NA
"1855","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:34:08,FALSE,NA,"1101853196937555970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brerenae28",8243,TRUE,FALSE,NA,NA
"1856","(Unfortunately, I’m still battling something like a flu and can’t go out in a crowd in the snow, I’m bummed about it.)",FALSE,0,"MADneuro",2019-03-02 14:34:05,FALSE,"1101853105669488644","1101853186711867393","3063859807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MADneuro",0,FALSE,FALSE,NA,NA
"1857","@BNerlich https://t.co/xTnI4FShXR “Viruses are often ignored in relation to neurodegenerative diseases..."" despite… https://t.co/J6bjPMxoqP",FALSE,0,"BNerlich",2019-03-02 14:34:01,TRUE,"1101434285662355457","1101853168965742592","248169269","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","microRNApro",0,FALSE,FALSE,NA,NA
"1858","明日はカラオケ行くのじゃ♪
開店と同時にに攻めるのじゃ♪",FALSE,0,NA,2019-03-02 14:33:59,FALSE,NA,"1101853158664368130",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flu_kano",0,FALSE,FALSE,NA,NA
"1859","@AOC Children are dying from influenza. You know how many ppl die each year from influenza? The flu virus is always… https://t.co/6Gd61AnaS5",FALSE,1,"AOC",2019-03-02 14:33:58,TRUE,"1101835308704952320","1101853155200065539","138203134","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realArturoGarza",0,FALSE,FALSE,NA,NA
"1860","@thegrimsleeper_ I have been sick with the flu as well so I hope it's just that lol",FALSE,1,"thegrimsleeper_",2019-03-02 14:33:57,FALSE,"1101852990447661057","1101853151827648512","30430449","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maxtheautist",0,FALSE,FALSE,NA,NA
"1861","Pretty sure Dante just had the flu when he was writing about the 9 circles of Hell.",FALSE,0,NA,2019-03-02 14:33:57,FALSE,NA,"1101853150871519238",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FuzzyLaughs",0,FALSE,FALSE,NA,NA
"1862","I turned in my pass pages! (Technically I turned them in 2 weeks ago on Feb 13th, but then I promptly got the flu/b… https://t.co/P8rnFn4lVo",FALSE,0,NA,2019-03-02 14:33:47,TRUE,NA,"1101853108194426882",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","McRebecky",0,FALSE,FALSE,NA,NA
"1863","Ever since I got over the flu a few weeks ago I HAVE HAD THIS FUCKING RATTLE IN MY CHEST WHEN I BREATHE IN AND I'M WORRIED.",FALSE,0,NA,2019-03-02 14:33:42,FALSE,NA,"1101853090536407041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicoleMiggins",0,FALSE,FALSE,NA,NA
"1864","@NETFLU Ahhhh... e quem vai entregar o doce agr?",FALSE,0,"NETFLU",2019-03-02 14:33:41,FALSE,"1101851856102440961","1101853085465485312","43372176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barboza_flu",0,FALSE,FALSE,NA,NA
"1865","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:33:40,FALSE,NA,"1101853082173014017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kamdabrat",8243,TRUE,FALSE,NA,NA
"1866","@g0ku_flu @101010mori 御二方ありがとうございました…本当に…本当に…………。……………本当にですよ💥💥   駅のトイレで休憩してから帰ります、ありがとうございます😄🙏
また次やりましょう………",FALSE,0,"g0ku_flu",2019-03-02 14:33:40,FALSE,"1101852282667196424","1101853081124298754","170336001","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nekomiya0307",0,FALSE,FALSE,NA,NA
"1867","RT @FluCabuloso: Imagina esse caldeirão  em dia de jogo decisivo com a torcida do Fluminense em peso e a faixa da Young flu grandona no ala…",FALSE,0,NA,2019-03-02 14:33:39,FALSE,NA,"1101853075365609472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marcusp2809",56,TRUE,FALSE,NA,NA
"1868","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:33:29,FALSE,NA,"1101853032608784384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","praisinthevamps",815,TRUE,FALSE,NA,NA
"1869","Can this flu please just leave me alone?!? HOW MUCH MORE MEDICATION MUST I TAKE",FALSE,0,NA,2019-03-02 14:33:25,FALSE,NA,"1101853016565735424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mxathh",0,FALSE,FALSE,NA,NA
"1870","RT @FluCabuloso: Imagina esse caldeirão  em dia de jogo decisivo com a torcida do Fluminense em peso e a faixa da Young flu grandona no ala…",FALSE,0,NA,2019-03-02 14:33:16,FALSE,NA,"1101852979655778305",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deus_tricolor",56,TRUE,FALSE,NA,NA
"1871","せやろ RT@鍵垢の姉: ねこみやさん(たぶん)のランカめちゃくちゃかわいくて最高だったって言っといて",FALSE,1,NA,2019-03-02 14:33:06,FALSE,NA,"1101852939444903938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g0ku_flu",1,FALSE,FALSE,NA,NA
"1872","“think this is a comfy place"" 
After long night, and early morning... 
  Thanks everyone for loves and prayers. We… https://t.co/afQBnS6BQ5",FALSE,0,NA,2019-03-02 14:33:06,TRUE,NA,"1101852937951703040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","THE_KINGSLEYS",0,FALSE,FALSE,NA,NA
"1873","“Wru? Ma gwa ta!”

First of all, i have a flu, kinda broke and my back is hurting. second of all.. where &amp; what time?",FALSE,2,NA,2019-03-02 14:33:04,FALSE,NA,"1101852930104147970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Koisogreedy",0,FALSE,FALSE,NA,NA
"1874","RT @mockalattee: An acoustic version of ""Back That Azz Up"" for tha 99 &amp; tha 2000s. This version don’t sound bad at all lmaoo https://t.co/w…",FALSE,0,NA,2019-03-02 14:33:03,FALSE,NA,"1101852925591207937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slime_Flu_",14588,TRUE,FALSE,NA,NA
"1875","🤧 STOP the GERMS!! Practicing proper office hygiene helps to combat colds and flu at work. 🤝👩‍💻🙌 https://t.co/H6LTY10GFS",FALSE,0,NA,2019-03-02 14:32:36,FALSE,NA,"1101852812101763072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CoastalOfficeTX",0,FALSE,FALSE,NA,NA
"1876","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:32:26,FALSE,NA,"1101852768598409216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anna_medrano7",815,TRUE,FALSE,NA,NA
"1877","@chnkylituuuh Wa ko gi flu uy hahahahahaha",FALSE,0,"chnkylituuuh",2019-03-02 14:32:08,FALSE,"1101845480189845505","1101852696309460992","169445786","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jstimsontan",0,FALSE,FALSE,NA,NA
"1878","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:31:59,FALSE,NA,"1101852658971754496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bradslobster",815,TRUE,FALSE,NA,NA
"1879","@jabwok I got my flu shot",FALSE,0,"jabwok",2019-03-02 14:31:57,FALSE,"1101776288296034305","1101852650361012225","16334683","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenrunswithdogs",0,FALSE,FALSE,NA,NA
"1880","@SchwilkBree He’s like a kid I swear. He’s had the flu so he’s been home for two days 😳",FALSE,0,"SchwilkBree",2019-03-02 14:31:56,FALSE,"1101793297566236672","1101852642249244672","988085700510728193","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarank90",0,FALSE,FALSE,NA,NA
"1881","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:31:49,FALSE,NA,"1101852615195979777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badbean123",8243,TRUE,FALSE,NA,NA
"1882","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:31:49,FALSE,NA,"1101852613702836225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gracegerachee",8243,TRUE,FALSE,NA,NA
"1883","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:31:48,FALSE,NA,"1101852612008337415",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NiallHo75347755",815,TRUE,FALSE,NA,NA
"1884","@emillly_billy I have the flu 🤒 🤧 😷 I hate that  I’m going to miss it!",FALSE,0,"emillly_billy",2019-03-02 14:31:48,FALSE,"1101578416036499456","1101852608749359106","857076223","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jules4Ever",0,FALSE,FALSE,NA,NA
"1885","RT @shitlicious: Aku rasa, yang tidak sakit (flu, demam, batuk) bulan ini adalah manusia2 dengan sistem imun kelas premium.

Sistem imun pr…",FALSE,0,NA,2019-03-02 14:31:47,FALSE,NA,"1101852605611880448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovlyeol",1794,TRUE,FALSE,NA,NA
"1886","My new book is called:
 ""jackutoriums and the flu shot""
 (I might have to actually use this)
***
#autocomplete… https://t.co/V7ma0PyPF1",FALSE,0,NA,2019-03-02 14:31:42,TRUE,NA,"1101852587610030080",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","alexkimmellauth",0,FALSE,FALSE,NA,NA
"1887","RT @doctorsensation: Because we trust those who would benefit from such an outbreak.
Banned in 2014 but pharma power has become all powerfu…",FALSE,0,NA,2019-03-02 14:31:40,FALSE,NA,"1101852575509372929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EloaDoner",13,TRUE,FALSE,NA,NA
"1888","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:31:37,FALSE,NA,"1101852564868485127",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunshinelwt99",815,TRUE,FALSE,NA,NA
"1889","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:31:35,FALSE,NA,"1101852557519970304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","redmarvelgirl21",815,TRUE,FALSE,NA,NA
"1890","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:31:31,FALSE,NA,"1101852539706839041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Arianaaa5",8243,TRUE,FALSE,NA,NA
"1891","Damn it’s been a long time https://t.co/DNtS3cVs82",FALSE,0,NA,2019-03-02 14:31:31,FALSE,NA,"1101852538578571267",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slime_Flu_",0,FALSE,FALSE,NA,NA
"1892","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 14:31:27,FALSE,NA,"1101852521339871232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BasyitWI",2557,TRUE,FALSE,NA,NA
"1893","RT @KoomarShah: Jaitley abroad for treatment

Shah in AIIMS for Swine Flu

Gadkari fainting on stage

Ravi S Prasad breathing problem

Sush…",FALSE,0,NA,2019-03-02 14:31:17,FALSE,NA,"1101852479992455168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhiamAk",431,TRUE,FALSE,NA,NA
"1894","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:31:14,FALSE,NA,"1101852468470841344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhereTheBEST_AT",8243,TRUE,FALSE,NA,NA
"1895","Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/puZp6UwEtQ",FALSE,0,NA,2019-03-02 14:31:12,FALSE,NA,"1101852459935383554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slime_Flu_",0,FALSE,FALSE,NA,NA
"1896","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 14:31:11,FALSE,NA,"1101852456705646597",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Amevnov",2557,TRUE,FALSE,NA,NA
"1897","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:31:00,FALSE,NA,"1101852407921815552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JahhTheGod",8243,TRUE,FALSE,NA,NA
"1898","Look, Beelzebub is a funny, action anime. ... but im not crying this time!! -sobs- I JUST GOT A FLU.",FALSE,0,NA,2019-03-02 14:30:58,FALSE,NA,"1101852399159848961",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","KawaiiMangakaXD",0,FALSE,FALSE,NA,NA
"1899","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:30:48,FALSE,NA,"1101852360517791744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fuckingamazing_",8243,TRUE,FALSE,NA,NA
"1900","@101010mori @nekomiya0307 あわわ猫宮さん早く回復しますように😭お二人ともありがとうございました〜〜！！またやりましょうね！！",FALSE,2,"101010mori",2019-03-02 14:30:30,FALSE,"1101851418858676230","1101852282667196424","750847867","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g0ku_flu",0,FALSE,FALSE,NA,NA
"1901","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 14:30:16,FALSE,NA,"1101852226551595010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sekarrch",2557,TRUE,FALSE,NA,NA
"1902","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:30:08,FALSE,NA,"1101852191105667072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoBriannexoxo",8243,TRUE,FALSE,NA,NA
"1903","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:29:58,FALSE,NA,"1101852147795283968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","delaneykitts98",8243,TRUE,FALSE,NA,NA
"1904","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 14:29:52,FALSE,NA,"1101852124525129740",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MelaniDsyafira8",2557,TRUE,FALSE,NA,NA
"1905","RT @DenaBahrin: doakan i cepat sembuh flu please. Tak larat sangat especially bila kena layan anak anak . Ya Allah..",FALSE,0,NA,2019-03-02 14:29:50,FALSE,NA,"1101852114991476736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sakinnaahh",14,TRUE,FALSE,NA,NA
"1906","@91JungShin Engga pilek kok, cuma flu aja :)",FALSE,0,"91JungShin",2019-03-02 14:29:42,FALSE,"1101811972310351872","1101852083500736513","803080016527405056","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nancyjwlee",0,FALSE,FALSE,NA,NA
"1907","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:29:40,FALSE,NA,"1101852073052852224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princesss_riah",8243,TRUE,FALSE,NA,NA
"1908","Amazon reportedly pulls anti-vaccine documentaries https://t.co/VADfwiURTp Vaccines R DANGEROUS  4 some people. See… https://t.co/je5AmZmder",FALSE,0,NA,2019-03-02 14:29:39,TRUE,NA,"1101852068833361920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RobertJPhillip6",0,FALSE,FALSE,NA,NA
"1909","ぴゃーーーん楽しかったァ！！！",FALSE,0,NA,2019-03-02 14:29:24,FALSE,NA,"1101852004832296960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g0ku_flu",0,FALSE,FALSE,NA,NA
"1910","RT @FallonTonight: .@DrOz shows Jimmy’s sleeve who’s boss while giving Jimmy his flu shot #FallonTonight https://t.co/Cvkq1BL49g",FALSE,0,NA,2019-03-02 14:28:59,FALSE,NA,"1101851902839525376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sanjaygupta169",24,TRUE,FALSE,NA,NA
"1911","Rubro-Negro pode ficar sem o seu maior reforço no Fla-Flu -

https://t.co/ObWFVfCImc https://t.co/59hWKXZWSH",FALSE,22,NA,2019-03-02 14:28:48,FALSE,NA,"1101851856102440961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NETFLU",0,FALSE,FALSE,NA,NA
"1912","@kylejones007 I have the flu 👍🏻",FALSE,0,"kylejones007",2019-03-02 14:28:42,FALSE,"1101851245440991238","1101851828986224640","20386923","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Unknownfear",0,FALSE,FALSE,NA,NA
"1913","No #dnd game today. My turn to have the flu 🤧",FALSE,1,NA,2019-03-02 14:28:32,FALSE,NA,"1101851789320769537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nikannar",0,FALSE,FALSE,NA,NA
"1914","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 14:28:25,FALSE,NA,"1101851759402573824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anitanovelia24",2557,TRUE,FALSE,NA,NA
"1915","RT @Merton_Council: The latest edition of #MyMerton features a piece about how to ""Get your free flu jab"".

Turn to page 71 to find out abo…",FALSE,0,NA,2019-03-02 14:28:24,FALSE,NA,"1101851754776412165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mertoncitizens",3,TRUE,FALSE,NA,NA
"1916","stop worrying and get your flu shot: new study finds no link between flu shots and miscarriages https://t.co/yL73cwF644 via @statnews",FALSE,0,NA,2019-03-02 14:28:23,FALSE,NA,"1101851749172809728",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","kendraedits",0,FALSE,FALSE,NA,NA
"1917","RT @classmonitorUG: My crush just told me I sound sexy when I have flu😂I'm not buying medicine, let me stay with my flu to make her happy😆😆",FALSE,0,NA,2019-03-02 14:28:22,FALSE,NA,"1101851746962456577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkansasiraDoris",80,TRUE,FALSE,NA,NA
"1918","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 14:28:19,FALSE,NA,"1101851734798991360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akirashakeese",8243,TRUE,FALSE,NA,NA
"1919","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:28:10,FALSE,NA,"1101851697092030464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitchieespejo",815,TRUE,FALSE,NA,NA
"1920","CDC: 56 pediatric flu deaths reported nationwide https://t.co/mMowM9YYiv",FALSE,0,NA,2019-03-02 14:28:02,FALSE,NA,"1101851662740869121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NewJeruTV",0,FALSE,FALSE,NA,NA
"1921","@arse_1881 @baris78coskun @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @ay_lenaa @kainatanot… https://t.co/i0CJE8VFY5",FALSE,1,"arse_1881",2019-03-02 14:27:55,TRUE,"1101850647991861250","1101851631526838274","913697332490797057","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Istanbullu381",0,FALSE,FALSE,NA,NA
"1922","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:27:52,FALSE,NA,"1101851621141725184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcii108",815,TRUE,FALSE,NA,NA
"1923","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:27:51,FALSE,NA,"1101851616544583680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pattexmanga",815,TRUE,FALSE,NA,NA
"1924","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:27:50,FALSE,NA,"1101851610966298631",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlmightyyAlicia",815,TRUE,FALSE,NA,NA
"1925","Do you hate grocery shopping? Trying to avoid the flu? Try using Shipt! You can try free for a few weeks. Membershi… https://t.co/197dD5jrAp",FALSE,1,NA,2019-03-02 14:27:40,TRUE,NA,"1101851570369642496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thomp1ki",1,FALSE,FALSE,NA,NA
"1926","@zeynepsarhan flu iyidir ya",FALSE,0,"zeynepsarhan",2019-03-02 14:27:38,FALSE,"1101851314001108992","1101851563201576960","200531590","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zdlyelf",0,FALSE,FALSE,NA,NA
"1927","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 14:27:28,FALSE,NA,"1101851519387926528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","simonmendes21",815,TRUE,FALSE,NA,NA
"1928","RT @TODAYshow: Scientists are hunting for the secret to a better flu shot and they are turning to pigs for help. @DrJohnTorres has the stor…",FALSE,0,NA,2019-03-02 14:27:26,FALSE,NA,"1101851513369096198",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gabby99313477",7,TRUE,FALSE,NA,NA
"1929","This flu is kicking my ass 😭",FALSE,0,NA,2019-03-02 14:27:25,FALSE,NA,"1101851508872744962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","withlove_xox",0,FALSE,FALSE,NA,NA
"1930","RT @MartinDaubney: Except it’s about as funny as the flu 😫😫 https://t.co/y4rNq4RDEr",FALSE,0,NA,2019-03-02 14:27:24,FALSE,NA,"1101851501985714177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamWatt8600",112,TRUE,FALSE,NA,NA
